Make,Colour,Odometer (KM),Doors,Price
BMW,Green,146582,3,"$20,156.96"
Toyota,Black,199947,4,"$7,858.59"
Honda,White,22654,3,"$5,026.18"
Nissan,Red,62965,5,"$7,250.22"
Nissan,Blue,80786,3,"$7,174.39"
Honda,Green,192887,5,"$8,770.95"
Nissan,Black,62424,3,"$5,959.07"
Ford,Black,10228,4,"$17,663.62"
BMW,Green,216266,5,"$22,425.21"
Toyota,Blue,77319,3,"$6,932.16"
Toyota,White,107297,5,"$7,849.73"
BMW,Green,138926,4,"$19,071.16"
Toyota,Black,143927,3,"$5,160.77"
Honda,Green,169172,5,"$8,876.43"
Honda,Blue,97663,5,"$8,904.78"
Toyota,CanyonRidge,89275,4,"$4,923.30"
Honda,Red,47701,3,"$7,521.84"
Toyota,White,94790,4,"$6,655.04"
Toyota,Green,221974,4,"$6,110.40"
BMW,White,58190,3,"$26,356.97"
Honda,CanyonRidge,102451,3,"$5,830.49"
Toyota,Green,167337,3,"$6,953.22"
BMW,Black,122038,3,"$20,211.38"
Nissan,CanyonRidge,45965,4,"$4,305.75"
Honda,Black,239837,5,"$8,657.45"
Honda,Blue,18309,5,"$6,988.54"
Nissan,CanyonRidge,220076,3,"$6,129.29"
Toyota,Blue,106005,5,"$4,675.26"
Honda,CanyonRidge,54995,3,"$6,502.24"
Nissan,Black,167403,4,"$4,612.27"
BMW,CanyonRidge,176665,3,"$26,994.44"
Honda,Red,134895,4,"$7,359.26"
Ford,Green,235896,3,"$11,557.83"
Honda,Blue,201808,5,"$6,663.59"
Toyota,White,231379,4,"$4,587.55"
Ford,White,177736,3,"$13,788.21"
Ford,Blue,55979,5,"$16,008.09"
Nissan,CanyonRidge,133001,3,"$9,428.20"
Ford,White,83684,3,"$20,232.61"
Honda,Black,168477,4,"$5,378.68"
Toyota,White,13079,3,"$7,329.13"
Toyota,CanyonRidge,113588,3,"$5,388.15"
Honda,Black,36680,5,"$6,417.08"
Ford,Black,32422,4,"$18,677.20"
BMW,Red,100796,4,"$21,418.68"
Toyota,Black,221509,3,"$4,464.46"
Ford,Green,105599,5,"$18,934.22"
BMW,Blue,73049,5,"$24,397.38"
Toyota,Blue,99098,3,"$7,743.59"
Ford,Green,86640,3,"$18,744.35"
BMW,White,23888,3,"$24,023.61"
Nissan,Black,232380,3,"$6,359.19"
BMW,Blue,225921,3,"$27,192.35"
Ford,Green,67318,5,"$11,600.93"
Ford,White,207473,3,"$9,558.33"
BMW,Black,78253,4,"$28,799.50"
Honda,Black,53499,3,"$6,012.91"
Honda,White,179156,3,"$8,142.61"
Toyota,CanyonRidge,172571,4,"$7,177.17"
Ford,White,191614,4,"$8,732.03"
Honda,CanyonRidge,194127,3,"$8,324.07"
Honda,Green,55414,4,"$8,308.80"
Honda,CanyonRidge,12410,3,"$8,185.66"
Honda,CanyonRidge,25266,3,"$8,458.74"
Nissan,CanyonRidge,109020,5,"$9,328.24"
Ford,Red,214831,4,"$12,976.47"
BMW,Red,177578,5,"$28,397.92"
Ford,White,114592,3,"$24,656.24"
Honda,Green,111102,5,"$7,494.50"
Honda,White,91882,4,"$5,401.82"
Honda,Black,63562,4,"$5,075.48"
Toyota,Red,113686,3,"$6,349.77"
Toyota,Red,170453,4,"$6,691.99"
BMW,White,124973,3,"$21,054.20"
Nissan,Green,178730,5,"$8,923.55"
Honda,Black,156962,3,"$5,522.30"
Nissan,Black,174483,5,"$3,386.07"
Nissan,Red,115289,5,"$3,843.79"
Honda,CanyonRidge,106635,3,"$8,234.78"
Honda,Black,233928,5,"$5,867.88"
Toyota,CanyonRidge,101942,4,"$6,733.15"
Ford,Green,172422,3,"$18,572.17"
Toyota,Green,45882,3,"$5,000.33"
Ford,Black,52897,5,"$6,832.08"
Honda,Blue,139978,4,"$7,389.28"
Honda,Red,144998,4,"$6,503.57"
Nissan,White,53561,4,"$5,251.03"
BMW,Blue,129350,3,"$27,413.01"
Nissan,Black,142630,4,"$8,214.22"
Ford,Black,220667,4,"$20,071.84"
BMW,White,198867,3,"$26,929.63"
Nissan,Green,189715,5,"$8,635.81"
Ford,Red,135631,4,"$9,596.06"
BMW,Green,73863,5,"$20,198.84"
Nissan,Black,57609,4,"$6,726.88"
Nissan,CanyonRidge,112406,3,"$4,726.43"
Ford,Black,88246,4,"$5,670.47"
BMW,White,133579,5,"$26,849.43"
Nissan,White,132575,4,"$6,211.71"
Honda,CanyonRidge,53043,5,"$8,685.74"
Nissan,Black,92352,3,"$9,986.45"
Toyota,White,177203,4,"$4,805.27"
Ford,Black,98256,4,"$5,196.91"
Ford,Green,13024,3,"$11,766.74"
Honda,CanyonRidge,131967,3,"$6,175.35"
Nissan,Red,196948,5,"$8,804.61"
Ford,Blue,34606,5,"$6,178.25"
Ford,CanyonRidge,141840,5,"$4,310.99"
Ford,White,110035,5,"$13,744.63"
Toyota,CanyonRidge,48734,4,"$4,157.29"
Toyota,Green,10291,3,"$6,689.49"
Nissan,Blue,96077,5,"$7,101.96"
Nissan,Blue,177425,4,"$3,497.83"
BMW,Black,193743,3,"$22,694.64"
Honda,White,52608,5,"$6,109.68"
BMW,Blue,120755,5,"$19,522.85"
Nissan,CanyonRidge,124206,5,"$4,079.40"
Honda,CanyonRidge,170243,5,"$6,264.99"
Toyota,Green,87272,3,"$7,247.29"
Nissan,White,172784,5,"$9,343.19"
Toyota,Red,246093,3,"$6,073.27"
Honda,Black,111278,3,"$8,473.21"
BMW,White,161088,4,"$15,031.74"
Ford,Black,95085,4,"$9,746.02"
Toyota,Red,157723,5,"$6,855.58"
Toyota,Blue,226841,5,"$5,041.68"
Nissan,Black,96013,3,"$9,576.14"
Honda,Green,79817,4,"$5,543.99"
BMW,Red,223951,4,"$28,946.55"
Nissan,Blue,42171,3,"$4,471.98"
Nissan,Green,230514,3,"$7,456.24"
Nissan,CanyonRidge,223076,5,"$7,023.95"
Ford,CanyonRidge,217925,3,"$24,572.38"
Nissan,CanyonRidge,129578,5,"$3,032.99"
Ford,Green,136205,4,"$20,946.03"
Ford,CanyonRidge,182761,5,"$12,611.38"
Honda,Red,180749,4,"$7,976.39"
Honda,Red,186775,4,"$5,735.07"
Toyota,Red,97910,3,"$5,464.80"
Toyota,Black,113884,5,"$6,404.92"
BMW,Red,245486,3,"$23,534.10"
Nissan,Green,133502,4,"$9,816.22"
Honda,Black,87159,3,"$6,718.09"
Nissan,Red,31279,4,"$3,127.90"
Ford,Blue,186581,5,"$10,849.73"
Toyota,CanyonRidge,157476,5,"$5,509.82"
Ford,Green,95993,4,"$16,989.73"
BMW,Red,157766,4,"$26,558.12"
Ford,Green,111694,3,"$20,715.24"
Nissan,White,198053,4,"$4,924.44"
Nissan,Green,164935,4,"$5,559.36"
Honda,Red,172576,3,"$7,214.58"
Ford,Black,120205,5,"$15,020.67"
Toyota,CanyonRidge,15412,3,"$4,331.29"
BMW,CanyonRidge,184291,4,"$17,780.24"
Toyota,Red,163068,5,"$4,239.06"
Ford,Red,11483,3,"$22,856.91"
Ford,White,149689,3,"$7,714.03"
Nissan,Black,75544,5,"$6,268.11"
Toyota,White,46822,5,"$6,570.89"
Toyota,White,216548,4,"$7,757.66"
Honda,Black,202424,4,"$5,923.57"
Toyota,Black,226285,3,"$7,745.54"
Nissan,White,218505,3,"$6,961.67"
Ford,White,189286,5,"$6,695.77"
Ford,CanyonRidge,151463,3,"$22,378.64"
BMW,Green,214930,4,"$16,065.66"
Toyota,Red,150404,5,"$4,323.60"
BMW,Black,93548,4,"$24,223.49"
BMW,Green,39285,4,"$16,030.73"
Honda,Blue,35277,4,"$6,658.49"
Toyota,Blue,180773,4,"$6,781.49"
Nissan,Red,159283,5,"$6,413.60"
Honda,Red,111587,5,"$7,003.23"
Ford,Red,163363,3,"$15,123.49"
BMW,Blue,103611,3,"$23,402.08"
BMW,Green,214777,4,"$26,812.78"
Nissan,White,18857,4,"$8,852.77"
Toyota,Black,131625,3,"$5,812.57"
Toyota,White,102291,5,"$6,282.90"
Toyota,White,104886,3,"$4,112.72"
Ford,Blue,46904,5,"$12,187.15"
Honda,CanyonRidge,106825,4,"$7,640.99"
BMW,CanyonRidge,144102,5,"$28,847.41"
Honda,Blue,47108,4,"$6,513.38"
Honda,Green,47957,5,"$7,059.38"
BMW,Red,132743,4,"$29,070.86"
Ford,Green,82073,3,"$13,166.24"
Toyota,Blue,197977,4,"$7,786.94"
Honda,CanyonRidge,219476,5,"$8,916.68"
Toyota,White,174456,4,"$4,195.72"
Honda,Green,150364,3,"$7,360.83"
Ford,Green,249561,3,"$12,783.95"
Toyota,White,220353,5,"$7,167.13"
Nissan,Red,63486,3,"$4,497.37"
BMW,White,85228,4,"$26,896.00"
Ford,White,109077,3,"$7,110.32"
BMW,Black,130634,4,"$22,821.55"
BMW,CanyonRidge,17867,4,"$22,122.67"
Nissan,White,45737,4,"$3,883.50"
Ford,Blue,103962,5,"$24,758.36"
Toyota,Black,74135,5,"$6,489.93"
Honda,Blue,224127,5,"$7,213.56"
BMW,Black,241144,3,"$25,685.70"
Ford,Red,123762,4,"$9,795.09"
Honda,CanyonRidge,93959,4,"$7,666.49"
Nissan,Red,194402,4,"$4,216.72"
Toyota,CanyonRidge,210824,3,"$4,006.01"
Toyota,Green,247606,5,"$4,963.30"
Nissan,Black,199759,3,"$6,017.60"
BMW,Red,134447,5,"$26,876.06"
Toyota,Red,25902,3,"$7,170.77"
BMW,Blue,244638,5,"$24,537.62"
BMW,Blue,115409,3,"$26,366.24"
Nissan,CanyonRidge,221303,4,"$8,023.37"
Ford,Blue,61904,5,"$19,280.95"
Nissan,White,146516,5,"$4,850.77"
Nissan,Green,242091,4,"$6,962.31"
Toyota,Red,247933,4,"$5,291.56"
Ford,CanyonRidge,143162,5,"$9,340.00"
Toyota,Red,175440,5,"$7,982.72"
BMW,Blue,46720,5,"$28,049.90"
Nissan,White,69625,4,"$9,700.87"
Honda,Black,249250,4,"$6,521.77"
Nissan,Black,130661,5,"$5,345.29"
BMW,Blue,218738,3,"$28,192.66"
Nissan,Blue,222902,5,"$3,744.87"
Toyota,Red,68599,5,"$6,779.70"
BMW,Blue,151787,3,"$29,932.75"
Toyota,Black,108468,3,"$4,374.94"
Ford,Blue,104225,5,"$14,101.21"
Nissan,White,86657,4,"$6,930.89"
Toyota,CanyonRidge,42655,4,"$5,432.17"
Nissan,CanyonRidge,174681,3,"$7,301.05"
Toyota,Red,165228,4,"$6,893.42"
Nissan,Green,38492,4,"$5,667.02"
BMW,Green,215681,4,"$17,333.35"
Nissan,Green,199162,5,"$6,087.97"
Honda,White,114695,4,"$5,065.09"
Nissan,White,174882,3,"$8,192.21"
Ford,Blue,197181,3,"$18,611.80"
BMW,Blue,233687,3,"$18,391.02"
Ford,White,100700,4,"$11,226.79"
Honda,CanyonRidge,17839,4,"$8,743.42"
Honda,Green,239721,3,"$8,226.12"
Toyota,CanyonRidge,143899,3,"$5,388.15"
BMW,Black,238065,5,"$24,600.87"
Honda,White,177016,3,"$7,331.41"
Ford,White,149727,5,"$22,549.39"
BMW,Red,242746,4,"$29,277.97"
Toyota,White,215657,4,"$7,034.40"
Toyota,Red,50726,3,"$6,344.96"
Nissan,CanyonRidge,158753,5,"$3,350.79"
Ford,CanyonRidge,74059,5,"$23,170.03"
Ford,Red,139197,4,"$5,440.22"
Ford,Black,161535,5,"$15,196.01"
Nissan,Black,135590,4,"$3,996.36"
Honda,CanyonRidge,164068,5,"$7,854.22"
Ford,Black,96856,3,"$12,394.62"
Nissan,Red,217828,3,"$3,259.80"
Nissan,Black,21468,5,"$4,304.59"
BMW,Green,109956,5,"$18,675.37"
BMW,Red,123701,4,"$26,102.50"
Honda,Black,118011,5,"$5,324.05"
BMW,CanyonRidge,143964,3,"$29,263.64"
Honda,Black,241018,3,"$6,659.03"
Nissan,White,143797,4,"$3,006.28"
Ford,Green,75672,4,"$18,371.05"
Toyota,CanyonRidge,182961,4,"$7,727.55"
BMW,CanyonRidge,151690,5,"$23,971.76"
Toyota,Blue,151244,5,"$6,389.45"
Ford,CanyonRidge,136157,4,"$21,881.38"
Honda,Green,128177,4,"$8,271.32"
Toyota,Green,81720,4,"$4,106.84"
Ford,Blue,219935,3,"$10,278.70"
BMW,Green,187570,4,"$16,138.40"
Ford,Blue,148548,4,"$4,902.15"
Ford,Black,47375,4,"$10,062.03"
Honda,Black,28962,4,"$7,908.72"
Toyota,CanyonRidge,75089,5,"$6,056.02"
BMW,Red,99745,3,"$25,412.30"
Nissan,Blue,146683,3,"$5,619.39"
Ford,White,176527,4,"$12,310.27"
Ford,Green,110481,4,"$22,657.71"
Nissan,White,90072,5,"$4,533.21"
Ford,Blue,224287,5,"$8,474.67"
Honda,White,114997,3,"$5,773.61"
BMW,Black,182518,5,"$15,537.39"
BMW,Black,68828,3,"$16,572.82"
Nissan,CanyonRidge,98555,5,"$7,328.14"
BMW,Black,199799,5,"$23,889.72"
Toyota,Blue,67547,4,"$5,708.96"
Toyota,CanyonRidge,107461,4,"$6,973.34"
Toyota,Blue,150388,4,"$5,062.75"
Nissan,Red,244400,4,"$7,562.80"
Nissan,Red,113821,5,"$7,585.54"
Toyota,Blue,105504,3,"$5,063.15"
Toyota,CanyonRidge,237990,5,"$5,709.92"
Nissan,White,187955,3,"$4,153.55"
Ford,CanyonRidge,227914,5,"$21,852.28"
Ford,Red,14379,5,"$4,833.75"
Toyota,White,231753,3,"$7,785.08"
Toyota,Blue,137818,3,"$5,320.36"
Ford,Red,209873,4,"$21,476.64"
BMW,White,213866,3,"$19,498.40"
Honda,White,132082,5,"$8,536.72"
Honda,Black,38416,3,"$8,970.52"
Toyota,Black,162161,5,"$6,659.44"
BMW,CanyonRidge,58465,3,"$29,852.25"
BMW,White,96343,5,"$24,099.94"
Ford,White,139470,4,"$5,333.03"
Honda,Red,82443,3,"$5,557.51"
Toyota,Black,22659,4,"$7,607.01"
Honda,Black,233431,3,"$8,120.62"
Nissan,Black,166618,4,"$3,077.77"
Ford,Blue,238590,4,"$19,851.51"
Toyota,White,137492,4,"$5,911.34"
Ford,Blue,39154,3,"$9,056.25"
Honda,Blue,73942,5,"$8,563.84"
Ford,Black,203177,3,"$22,762.08"
Toyota,CanyonRidge,114128,5,"$5,049.29"
Honda,Green,85855,5,"$6,594.80"
Ford,White,54589,3,"$14,152.50"
Nissan,Black,170550,5,"$9,830.06"
Ford,Red,226183,4,"$7,591.86"
Honda,Red,76455,3,"$5,320.80"
Honda,CanyonRidge,171361,3,"$8,059.15"
Toyota,Blue,249624,3,"$5,757.34"
Nissan,Black,87332,5,"$8,280.67"
Toyota,CanyonRidge,82564,5,"$7,028.13"
Ford,Green,73788,3,"$22,069.07"
BMW,Blue,120966,3,"$22,778.55"
Ford,Red,24808,5,"$24,701.61"
Toyota,Red,225024,4,"$6,954.15"
Honda,Green,62758,3,"$7,159.06"
Nissan,CanyonRidge,220987,4,"$8,937.99"
Ford,Red,94656,3,"$17,344.61"
Toyota,White,228935,4,"$6,508.49"
Honda,CanyonRidge,176161,4,"$6,550.60"
Toyota,Red,183784,3,"$6,685.71"
Ford,Green,205125,3,"$24,580.32"
Ford,Green,248047,5,"$9,422.13"
BMW,Black,128984,5,"$17,862.11"
Honda,Black,118458,3,"$8,044.05"
Toyota,CanyonRidge,21507,4,"$7,888.06"
Nissan,Blue,84391,4,"$3,502.51"
Ford,Black,242108,5,"$19,716.76"
BMW,Green,222640,4,"$17,449.54"
Nissan,CanyonRidge,118103,3,"$9,000.75"
Ford,Green,95643,4,"$19,777.82"
BMW,White,65206,3,"$21,030.70"
BMW,CanyonRidge,144470,3,"$27,188.55"
Honda,Red,191466,4,"$6,722.54"
Nissan,Red,155036,3,"$7,940.21"
Nissan,White,49061,4,"$9,901.67"
Ford,Black,176645,4,"$9,966.52"
Toyota,Red,139874,5,"$7,558.06"
Ford,Green,103205,4,"$20,455.41"
Nissan,CanyonRidge,224847,5,"$4,282.64"
Honda,Red,43828,4,"$5,418.59"
Toyota,Blue,188532,4,"$7,097.53"
Toyota,White,82192,3,"$5,442.68"
Honda,White,77269,3,"$6,300.49"
Honda,Blue,106210,5,"$5,753.51"
Honda,Green,12711,3,"$5,786.36"
Honda,Black,106323,3,"$8,168.04"
Toyota,Blue,83726,5,"$7,484.35"
Honda,Green,117827,3,"$5,578.51"
BMW,CanyonRidge,83214,3,"$29,384.89"
BMW,Black,209029,5,"$15,681.64"
Ford,Green,18046,4,"$16,688.78"
Toyota,Blue,96922,4,"$4,847.75"
Honda,Green,157531,4,"$6,554.57"
Nissan,Green,23655,4,"$8,016.30"
Ford,CanyonRidge,225930,5,"$11,057.28"
Toyota,CanyonRidge,46643,5,"$5,321.28"
Nissan,Black,177056,5,"$3,541.54"
BMW,Green,148367,3,"$16,663.94"
Toyota,Red,80437,3,"$4,017.64"
Nissan,Green,209510,5,"$3,570.83"
Toyota,Red,124120,4,"$5,124.87"
Toyota,Red,76923,4,"$7,044.28"
Toyota,White,134137,3,"$6,183.13"
Toyota,Red,231621,3,"$4,618.63"
Toyota,Red,233562,5,"$4,771.56"
BMW,CanyonRidge,200341,3,"$22,185.31"
Honda,CanyonRidge,45047,3,"$8,300.74"
Honda,Black,14305,5,"$8,475.91"
Nissan,Green,162844,5,"$5,034.26"
BMW,Red,183761,4,"$21,799.57"
Nissan,Red,117043,5,"$4,124.18"
BMW,Blue,106761,4,"$21,253.96"
Nissan,White,11329,3,"$7,313.77"
Honda,White,165817,4,"$7,104.31"
Honda,Blue,177751,5,"$5,398.58"
Nissan,Red,237560,4,"$7,663.82"
BMW,Green,147816,5,"$25,820.88"
Toyota,White,88647,3,"$7,072.29"
BMW,Black,108209,3,"$17,326.39"
Nissan,Red,90521,4,"$8,353.64"
BMW,Black,105123,3,"$18,639.23"
Toyota,Green,67839,4,"$4,171.45"
Toyota,White,243004,4,"$5,379.11"
Nissan,Black,121100,4,"$8,010.18"
Honda,Green,141061,3,"$5,518.73"
Toyota,White,212574,4,"$5,330.65"
Toyota,Green,153761,4,"$5,733.19"
Nissan,White,31576,3,"$3,831.29"
Nissan,White,222872,5,"$5,936.96"
Ford,Green,224614,5,"$5,220.29"
Nissan,Red,173049,3,"$9,736.05"
Ford,Green,12391,5,"$9,761.23"
Toyota,Blue,15842,4,"$4,002.03"
Toyota,CanyonRidge,121219,5,"$5,974.74"
Ford,Red,66147,5,"$13,747.71"
Honda,Green,99548,3,"$8,685.33"
Toyota,Red,169098,4,"$7,683.84"
Nissan,Blue,20284,4,"$4,393.72"
Nissan,Black,37331,4,"$4,723.77"
Ford,CanyonRidge,158293,4,"$20,559.85"
Honda,Black,137974,3,"$8,947.89"
BMW,Green,116586,5,"$20,762.56"
Toyota,Black,23763,3,"$6,240.65"
BMW,White,94240,3,"$21,018.37"
BMW,Green,139381,3,"$24,728.65"
BMW,Black,42223,4,"$19,496.99"
Nissan,Red,156527,3,"$7,572.12"
BMW,Blue,182342,5,"$21,470.45"
Ford,Black,103796,3,"$19,353.47"
Honda,Green,46803,5,"$5,702.88"
Toyota,Blue,199336,5,"$6,734.19"
BMW,CanyonRidge,69847,3,"$21,247.98"
Ford,CanyonRidge,104523,5,"$17,266.14"
Nissan,Blue,217530,4,"$8,413.43"
Honda,Blue,20052,4,"$5,017.93"
Toyota,White,187879,3,"$6,973.94"
Nissan,Green,248035,5,"$4,445.11"
BMW,Green,175620,5,"$19,257.51"
Honda,CanyonRidge,244727,5,"$5,319.39"
Nissan,CanyonRidge,19967,3,"$7,243.46"
BMW,CanyonRidge,234249,3,"$20,526.54"
Nissan,White,126026,5,"$6,392.63"
Honda,Green,71661,4,"$5,210.06"
Honda,Black,168408,3,"$7,757.19"
BMW,White,184053,3,"$25,393.82"
Toyota,Black,169788,3,"$7,583.42"
Ford,Red,200392,3,"$5,874.44"
Honda,Blue,160450,3,"$6,659.42"
BMW,Black,131243,5,"$23,506.24"
Toyota,Black,43177,3,"$4,516.90"
Honda,White,85849,5,"$6,116.43"
BMW,Red,24931,5,"$25,885.35"
Ford,Red,112719,3,"$23,346.08"
Nissan,Red,224652,4,"$3,085.27"
Nissan,CanyonRidge,98181,3,"$8,213.95"
Toyota,White,14098,4,"$5,412.51"
Toyota,Red,129451,5,"$4,067.77"
BMW,Red,102249,5,"$26,882.21"
Toyota,Green,22311,5,"$7,964.09"
Ford,Green,26369,4,"$16,566.47"
BMW,White,187022,3,"$25,814.74"
Toyota,Blue,218110,3,"$5,038.17"
Honda,Black,220520,5,"$5,278.25"
BMW,Black,91883,5,"$24,675.58"
Ford,Red,118608,3,"$16,961.56"
Nissan,Black,239890,5,"$8,341.26"
BMW,Green,140927,3,"$16,080.72"
Ford,Green,109816,4,"$23,017.67"
Ford,White,119029,4,"$4,981.30"
Honda,CanyonRidge,59753,5,"$8,585.76"
BMW,CanyonRidge,13805,5,"$24,136.33"
Ford,CanyonRidge,244893,5,"$22,263.10"
Ford,White,33697,5,"$23,389.99"
Ford,White,99653,4,"$10,147.43"
Honda,CanyonRidge,204194,5,"$5,062.08"
BMW,CanyonRidge,87316,3,"$17,066.54"
Ford,Black,243276,3,"$5,092.73"
Honda,Blue,83560,3,"$7,506.30"
Nissan,White,50790,5,"$5,373.01"
Toyota,CanyonRidge,84325,3,"$6,634.81"
Honda,White,210522,5,"$5,533.53"
Nissan,Black,66012,3,"$9,291.27"
BMW,Blue,30284,4,"$25,333.42"
Ford,Blue,144560,4,"$17,332.74"
Honda,Black,53863,5,"$7,810.05"
Ford,Green,40024,3,"$23,237.79"
Nissan,Red,112822,4,"$6,438.22"
Honda,Green,104936,5,"$7,060.94"
Ford,CanyonRidge,84484,3,"$24,835.84"
BMW,Red,128633,3,"$21,853.01"
Ford,Green,151193,3,"$7,785.87"
BMW,Blue,56696,5,"$26,326.71"
Nissan,Red,120393,4,"$7,159.76"
Nissan,Red,177955,4,"$6,525.82"
Toyota,Blue,162406,4,"$4,243.98"
BMW,Blue,95601,4,"$21,815.08"
Ford,Blue,115627,3,"$17,320.83"
BMW,Blue,234051,4,"$16,834.93"
Ford,White,213292,4,"$4,867.89"
Ford,Red,91219,4,"$18,676.72"
Nissan,CanyonRidge,230957,4,"$4,685.56"
Toyota,CanyonRidge,203084,5,"$6,490.32"
BMW,Blue,94863,4,"$24,047.65"
BMW,Red,144214,5,"$17,136.91"
Toyota,Blue,103148,4,"$5,429.23"
Nissan,CanyonRidge,236304,4,"$9,846.85"
Nissan,White,213721,4,"$3,098.94"
Honda,Blue,46124,4,"$6,084.25"
Honda,White,153954,4,"$8,016.16"
Toyota,Black,161319,4,"$4,320.40"
BMW,Red,215007,3,"$29,221.56"
Ford,Black,21643,3,"$21,846.09"
Ford,Blue,217142,4,"$4,248.30"
Honda,Red,117531,3,"$6,223.28"
Toyota,Blue,107762,3,"$4,133.14"
Toyota,Red,200263,4,"$6,920.37"
Honda,CanyonRidge,24921,4,"$5,822.54"
BMW,Green,150477,4,"$23,121.30"
Ford,Red,153738,4,"$12,639.85"
Nissan,CanyonRidge,172253,4,"$6,348.28"
Ford,Red,23812,4,"$23,803.59"
Honda,White,200466,4,"$5,082.27"
Nissan,White,230496,3,"$8,097.32"
BMW,Black,90543,4,"$27,560.87"
BMW,Blue,188578,5,"$26,360.00"
Ford,Black,141702,3,"$23,411.09"
Honda,Black,220131,3,"$6,381.10"
Nissan,White,66131,5,"$7,828.17"
Ford,Blue,164621,4,"$10,465.50"
Honda,White,176470,5,"$5,386.92"
Toyota,Black,238813,5,"$6,955.18"
Ford,Green,147893,3,"$14,474.03"
Ford,White,102653,3,"$16,083.75"
Toyota,Red,180897,4,"$5,280.05"
Nissan,CanyonRidge,135700,4,"$5,184.79"
Honda,Black,47670,5,"$7,382.37"
Toyota,White,24042,5,"$6,035.30"
Toyota,CanyonRidge,111925,3,"$6,839.12"
Honda,White,115950,4,"$6,331.20"
Toyota,White,41228,4,"$7,659.36"
Nissan,Green,114030,3,"$7,427.49"
Ford,Red,40363,5,"$20,392.45"
BMW,Black,228505,5,"$27,848.01"
Toyota,Green,46192,4,"$6,781.49"
BMW,Black,17637,3,"$17,264.65"
BMW,Black,65373,3,"$25,830.97"
Nissan,Blue,149903,5,"$6,968.35"
Ford,White,175354,4,"$11,531.46"
BMW,Red,140180,5,"$18,534.84"
Honda,Black,47616,4,"$7,449.34"
Ford,Blue,57673,3,"$16,650.76"
Toyota,Black,233908,5,"$6,668.20"
BMW,CanyonRidge,144641,3,"$20,734.14"
Ford,Black,95495,3,"$22,436.82"
Ford,White,13042,5,"$21,705.33"
Toyota,Red,68165,4,"$4,037.43"
Toyota,Blue,191183,3,"$5,403.68"
Honda,Red,66992,4,"$8,734.77"
Ford,CanyonRidge,62313,5,"$11,243.28"
Honda,Blue,47226,5,"$8,750.51"
Nissan,Black,121886,3,"$6,114.17"
Nissan,White,144214,4,"$8,604.39"
Ford,White,230851,5,"$22,875.09"
Toyota,CanyonRidge,120933,3,"$4,364.17"
Ford,Green,180704,3,"$19,790.63"
Toyota,Red,216770,3,"$5,805.35"
BMW,CanyonRidge,37949,4,"$22,928.20"
Honda,Red,64625,3,"$7,573.71"
BMW,CanyonRidge,151449,4,"$22,642.01"
Ford,Black,206943,5,"$4,018.46"
Ford,Black,55774,4,"$7,897.87"
Toyota,Black,248432,5,"$6,015.14"
BMW,White,195517,3,"$19,777.35"
Honda,CanyonRidge,26838,5,"$5,952.29"
Nissan,Red,70235,3,"$4,920.74"
Honda,Blue,119720,5,"$7,871.49"
Toyota,Red,227769,5,"$4,288.45"
Nissan,White,234918,5,"$8,129.90"
Honda,CanyonRidge,88059,5,"$5,532.22"
Toyota,CanyonRidge,85963,3,"$7,407.59"
Honda,Green,33052,3,"$5,228.05"
Nissan,Red,88223,4,"$4,835.94"
Nissan,Red,185734,5,"$9,371.82"
Toyota,Black,185497,5,"$5,178.63"
Honda,Green,210847,5,"$8,497.73"
Nissan,CanyonRidge,160890,5,"$7,129.63"
Honda,Blue,162088,3,"$5,660.28"
Toyota,White,201556,3,"$5,350.23"
Ford,Blue,230802,3,"$11,093.85"
Honda,Black,147475,3,"$8,200.45"
Ford,Red,176347,4,"$9,592.94"
Ford,Black,210814,4,"$16,570.19"
Ford,Green,185139,3,"$8,975.54"
Nissan,Green,207063,4,"$8,063.87"
BMW,Green,174440,3,"$21,173.24"
Toyota,Blue,122603,3,"$4,986.22"
BMW,Black,22342,4,"$17,560.30"
Ford,Red,205015,3,"$6,808.33"
BMW,Black,189383,3,"$24,776.03"
Honda,CanyonRidge,204008,3,"$6,354.35"
Nissan,White,115714,4,"$3,049.60"
BMW,CanyonRidge,122042,5,"$26,490.46"
BMW,Red,217027,5,"$27,410.79"
Ford,CanyonRidge,154518,3,"$9,563.69"
Toyota,White,100075,3,"$4,775.45"
Toyota,Blue,174805,5,"$6,115.24"
Toyota,Blue,42041,4,"$4,282.06"
BMW,Red,85851,4,"$20,392.21"
Toyota,Red,197472,4,"$4,123.63"
BMW,Blue,224255,4,"$25,910.09"
Nissan,Blue,66668,5,"$7,923.98"
BMW,CanyonRidge,41083,5,"$21,643.01"
Ford,Black,225597,5,"$5,022.81"
Ford,White,105695,3,"$13,075.71"
Honda,Black,237692,3,"$5,315.95"
Honda,Black,136886,3,"$6,043.48"
BMW,Black,34646,5,"$29,987.12"
Honda,Green,18069,4,"$8,016.23"
Toyota,CanyonRidge,16971,4,"$5,379.71"
Toyota,Red,99926,3,"$4,381.23"
Toyota,White,16478,3,"$4,442.94"
Toyota,Red,169762,5,"$7,200.52"
Honda,Black,201874,4,"$7,794.34"
Toyota,Green,128504,3,"$6,284.75"
Nissan,Blue,210254,3,"$9,872.40"
Honda,Green,91825,4,"$7,971.19"
Nissan,Blue,163102,3,"$3,366.35"
Ford,White,93740,4,"$13,235.38"
